"file_path","line_number","kind","var","value","code"
"C:\Dev\matlab-functions\Switching\analysis\run_width_interaction_closure_test.m","34","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","if strlength(ptm)==0, ptm=""C:\Dev\matlab-functions\results\switching\runs\run_2026_03_24_212033_switching_barrier_distribution_from_map\tables\PT_matrix.csv""; end"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","17","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","sourceRunId = ""run_2026_03_10_112659_alignment_audit"";"
"C:\Dev\matlab-functions\Switching\analysis\switching_full_scaling_collapse.m","20","explicit_runid_in_line","","run_2026_03_12_231143_switching_energy_scale_collapse_filtered","comparisonRunId = ""run_2026_03_12_231143_switching_energy_scale_collapse_filtered"";"
"C:\Dev\matlab-functions\Switching\analysis\switching_geometry_diagnostics.m","17","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","sourceScalingRunId = ""run_2026_03_12_234016_switching_full_scaling_collapse"";"
"C:\Dev\matlab-functions\tmp\fix_aging_timescale_outputs.m","3","explicit_runid_in_line","","run_2026_03_12_223709_aging_timescale_extraction","runDir = fullfile(repoRoot, 'results', 'aging', 'runs', 'run_2026_03_12_223709_aging_timescale_extraction');"
"C:\Dev\matlab-functions\tmp\fix_aging_timescale_outputs.m","5","explicit_runid_in_line","","run_2026_03_12_211204_aging_dataset_build","'run_2026_03_12_211204_aging_dataset_build', 'tables', 'aging_observable_dataset.csv');"
"C:\Dev\matlab-functions\tmp\refresh_tau_figure_only.m","3","explicit_runid_in_line","","run_2026_03_12_223709_aging_timescale_extraction","runDir = fullfile(repoRoot, 'results', 'aging', 'runs', 'run_2026_03_12_223709_aging_timescale_extraction');"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","40","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","'run_2026_03_10_112659_alignment_audit', 'alignment_audit', 'switching_alignment_samples.csv');"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","42","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","'run_2026_03_12_234016_switching_full_scaling_collapse', 'tables', 'switching_full_scaling_parameters.csv');"
"C:\Dev\matlab-functions\tmp\run_canonical_reconstruction_loto.m","44","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","'run_2026_03_24_212033_switching_barrier_distribution_from_map', 'tables', 'PT_matrix.csv');"
"C:\Dev\matlab-functions\tools\build_kappa2_phen_inputs.m","43","explicit_runid_in_line","","run_2026_03_25_043610_kappa_phi_temperature_structure_test","resTbl = readtable(fullfile(repoRoot, 'results', 'switching', 'runs', 'run_2026_03_25_043610_kappa_phi_temperature_structure_test', 'tables', 'residual_rank_structure_vs_T.csv'));"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","21","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","22","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","31","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","32","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","40","explicit_runid_in_line","","run_2026_03_24_212033_switching_barrier_distribution_from_map","'run_2026_03_24_212033_switching_barrier_distribution_from_map', ..."
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","47","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","'run_2026_03_10_112659_alignment_audit', 'switching_alignment_core_data.mat');"
"C:\Dev\matlab-functions\tools\run_phi1_curvature_generator_test.m","55","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","'run_2026_03_12_234016_switching_full_scaling_collapse', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","22","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","23","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","38","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'_extract_run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","39","explicit_runid_in_line","","run_2026_03_24_220314_residual_decomposition","'run_2026_03_24_220314_residual_decomposition', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","53","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","'run_2026_03_25_013356_pt_robust_canonical', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","65","explicit_runid_in_line","","run_2026_03_10_112659_alignment_audit","'run_2026_03_10_112659_alignment_audit', ..."
"C:\Dev\matlab-functions\tools\run_phi1_from_pt_shape_test.m","79","explicit_runid_in_line","","run_2026_03_12_234016_switching_full_scaling_collapse","'run_2026_03_12_234016_switching_full_scaling_collapse', ..."
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","29","explicit_runid_in_line","","run_2026_03_12_223709_aging_timescale_extraction","aging_csv = fullfile(repo_root, 'results', 'aging', 'runs', 'run_2026_03_12_223709_aging_timescale_extraction', ..."
"C:\Dev\matlab-functions\tools\tau_vs_barrier_minimal_probe.m","31","explicit_runid_in_line","","run_2026_03_25_013356_pt_robust_canonical","pt_csv = fullfile(repo_root, 'results', 'switching', 'runs', 'run_2026_03_25_013356_pt_robust_canonical', ..."
