"run_dir","manifest_exists","manifest_valid","required_outputs_defined","required_outputs_missing_count","run_status","invalid_reason"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_021653_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_021711_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_021928_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_023120_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_023631_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_024543_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_025552_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_091403_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_091544_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_091634_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_091755_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_125333_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_125438_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_125827_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_131759_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_133122_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_134041_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_134352_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_134740_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_154331_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_154651_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_154704_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_154824_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_155254_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_155351_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_163153_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_202526_switching_physics_output_robustness","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_203045_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_203255_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_203714_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_203916_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_204146_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_212928_rmse_structure_vs_scale_closure","YES","MISSING","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_212928_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_212928_switching_physics_output_robustness_fast_01","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_213142_rmse_structure_vs_scale_closure","YES","MISSING","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_214340_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_214509_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_214617_switching_physics_output_robustness","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_225256_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_225857_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_230238_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_230251_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_230456_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_230808_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_231351_minimal_canonical","YES","MISSING","YES","3","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_232702_rmse_structure_vs_scale_closure","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_232911_rmse_structure_vs_scale_closure","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_232956_rmse_structure_vs_scale_closure","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_28_233208_rmse_structure_vs_scale_closure","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_013947_switching_physics_output_robustness","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_014321_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_014323_switching_physics_output_robustness","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_014529_switching_physics_output_robustness_fast","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_085715_switching_raw_baseline_correction","YES","MISSING","YES","1","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_085716_switching_raw_baseline_correction","YES","MISSING","YES","1","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_085823_switching_raw_baseline_correction","YES","MISSING","YES","1","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_090000_switching_raw_baseline_correction","YES","MISSING","YES","4","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_090109_switching_raw_baseline_correction","YES","MISSING","YES","5","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_164934_switching_physical_baseline_model","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_164935_switching_physical_baseline_model","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_165424_switching_physical_baseline_model","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_170058_switching_physical_baseline_model","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_170834_switching_physical_baseline_model","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_173600_phi2_kappa2_canonical_residual_mode","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_173743_phi2_kappa2_canonical_residual_mode","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_174042_phi2_kappa2_canonical_residual_mode","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_213341_parameter_robustness_stage1_canonical","YES","MISSING","YES","7","INVALID","REQUIRED_OUTPUTS_MISSING"
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_220602_parameter_robustness_stage1b_width_kappa","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_220817_parameter_robustness_stage1b_width_kappa","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_2026_03_29_222413_estimator_design_width_kappa1_narrow","YES","YES","YES","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_alignment_audit","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_mechanism_followup","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_mechanism_survey","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_mode23_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_observable_basis_test","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_observable_summary","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_second_coordinate_duel","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_second_observable_search","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_shape_rank_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_test_logs","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\run_legacy_XI_Xshape_analysis","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\switching\runs\_extract_run_2026_03_24_220314_residual_decomposition","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\system\runs\fingerprints","NO","MISSING","NO","0","INVALID","MANIFEST_MISSING"
"C:\Dev\matlab-functions\results\system\runs\run_2026_03_27_215847","YES","MISSING","YES","0","VALID",""
"C:\Dev\matlab-functions\results\system\runs\run_2026_03_27_224253","YES","MISSING","NO","0","VALID",""
"C:\Dev\matlab-functions\results\system\runs\run_2026_03_30_144702_integrity_invalid_artifacts","YES","MISSING","NO","0","VALID",""
