"script_path","uses_template_style","has_run_context","has_required_outputs","has_rethrow","compliant"
"results/relaxation/runs/run_2026_03_29_184220_relaxation_measurement_robustness_audit_01/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_29_232553_relaxation_measurement_focused_t0_norm_w/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_2026_03_30_124439_relaxation_canonical_implementation_chec/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_corrected_geometry/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_derivative_smoothing/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_geometry_maps/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_geometry_maps_relaxband/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_geometry_maps_relaxband_validation/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_kww_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_log_model/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation/runs/run_legacy_observable_survey/config_snapshot.m","NO","NO","NO","NO","NO"
"results/relaxation_canonical/runs/run_2026_03_29_172821/config_snapshot.m","NO","NO","NO","NO","NO"
"results/repository_audit/runs/run_2026_03_09_212439_repository_compliance_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/repository_audit/runs/run_2026_03_09_221205_switching_helper_refactor/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/_extract_run_2026_03_24_220314_residual_decomposition/run_2026_03_24_220314_residual_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_132236_switching_alignment_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_141041_switching_alignment_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_145524_switching_alignment_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_222702_alignment_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_223621_mechanism_survey/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_224017_mechanism_followup/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_224359_mode23_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_224738_observable_basis_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_225131_second_coordinate_duel/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_225513_second_observable_search/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_225929_shape_rank_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_09_230048_XI_Xshape_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_10_112659_alignment_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_12_230929_switching_energy_scale_collapse_filtered/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_12_231143_switching_energy_scale_collapse_filtered/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_12_234016_switching_full_scaling_collapse/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_12_235922_switching_full_scaling_collapse_figure_r/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_13_112155_switching_geometry_diagnostics/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_13_152008_switching_effective_observables/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_161801_switching_dynamic_shape_mode/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_200522_switching_residual_collapse_verification/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_200723_switching_residual_collapse_verification/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_200939_switching_residual_collapse_verification/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_210205_switching_ridge_susceptibility_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_210347_switching_translation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_210551_switching_ridge_susceptibility_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_212255_switching_ridge_motion_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_214124_switching_a1_model_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_214125_switching_a1_single_derivative_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_222708_switching_a1_model_scan/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_14_225930_switching_a1_static_vs_dynamic_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_131431_switching_a1_vs_dX_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_134104_switching_a1_vs_logdS_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_172302_switching_a1_vs_logdS_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_172420_switching_a1_vs_logdS_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_172539_switching_a1_vs_logdS_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_205458_switching_a1_vs_curvature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_212718_switching_a1_vs_curvature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_221649_switching_a1_amplitude_response_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_222144_switching_a1_amplitude_response_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_225310_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_225418_switching_ridge_temperature_susceptibili/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_225725_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_225730_switching_ridge_temperature_susceptibili/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_225834_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_230047_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_230257_switching_a1_integral_consistency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_230258_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_230302_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_230935_switching_a1_integral_consistency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_230936_switching_a1_integral_consistency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_231316_switching_ridge_temperature_susceptibili/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_15_231424_switching_ridge_temperature_susceptibili/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_004449_switching_a1_integral_consistency_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_004449_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_010353_switching_creep_barrier_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_011733_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_012510_switching_creep_barrier_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_014254_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_014335_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_014636_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_014951_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015033_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015222_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015319_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015338_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015437_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015455_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015536_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015541_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015648_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015731_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015738_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_015956_switching_ridge_susceptibility_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_020941_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_021030_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_021331_switching_ridge_curvature_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_021808_switching_a1_vs_mobility_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_021947_switching_ridge_susceptibility_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_022315_switching_ridge_susceptibility_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_16_023247_switching_ridge_susceptibility_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_22_131251_switching_panel_f/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_22_192628_switching_panel_f/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013511_switching_width_roughness_competition_te/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013514_x_vs_r_predictor_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013516_switching_width_roughness_competition_te/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013517_x_vs_r_predictor_comparison/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013519_switching_threshold_residual_structure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013524_switching_threshold_residual_structure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_013645_switching_creep_scaling_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_014228_switching_threshold_residual_structure/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_014456_switching_width_roughness_competition_te/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_014506_switching_width_roughness_competition_te/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_210607_switching_barrier_distribution_from_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_212033_switching_barrier_distribution_from_map/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_220314_residual_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_24_233256_energy_mapping/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_002930_peak_jump_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_003119_peak_jump_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_003337_peak_jump_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011157_residual_sector_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011157_ridge_extraction_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011203_pt_energy_robustness_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011204_rsr_child_baseline/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011228_pt_robust_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011526_rsr_child_tmax_28k/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011530_pt_robust_smooth_w3/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011605_rsr_child_tmax_25k/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011617_pt_robust_smooth_w7/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011649_rsr_child_nxgrid_180/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011702_pt_robust_sgolay_w5/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011738_rsr_child_nxgrid_260/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011758_pt_robust_no_monotone/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011852_rsr_child_smoothwindow_3/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011917_pt_robust_minpts8/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_011944_rsr_child_smoothwindow_9/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012002_rsr_child_cdf_fallback_only/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012015_rsr_child_alignment_run_2026_03_09_14552/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012421_pt_energy_robustness_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012425_pt_robust_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012458_ridge_extraction_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012515_residual_sector_robustness/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012517_rsr_child_baseline/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012517_rsr_child_baseline/review/_extracted_bundle/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012533_pt_robust_smooth_w3/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012617_pt_robust_smooth_w7/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012635_rsr_child_tmax_28k/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012648_pt_robust_sgolay_w5/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012717_rsr_child_tmax_25k/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012731_pt_robust_no_monotone/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012810_rsr_child_nxgrid_180/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012833_pt_robust_minpts8/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012900_rsr_child_nxgrid_260/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_012947_rsr_child_smoothwindow_3/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013028_rsr_child_smoothwindow_9/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013202_rsr_child_cdf_fallback_only/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013243_rsr_child_alignment_run_2026_03_09_14552/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013346_pt_energy_robustness_audit/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013356_pt_robust_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013532_pt_robust_smooth_w3/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013618_pt_robust_smooth_w7/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013703_pt_robust_sgolay_w5/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013759_pt_robust_no_monotone/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_013849_pt_robust_minpts7/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_021529_phi_physical_identification/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_021547_phi_physical_identification/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_022511_pt_width_spread_observable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_022634_phi_physical_identification_v2/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_022837_phi_asymmetry_link/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_022903_pt_width_spread_observable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_023031_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_023419_pt_width_spread_observable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_023722_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_023905_pt_width_spread_observable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_024040_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_024149_phi_temperature_derivative_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_024223_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_024620_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_024703_phi_temperature_derivative_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_025006_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_025119_phi_temperature_derivative_test_verify/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_025841_asymmetric_spread_analysis/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_025841_phi_even_deformation_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_030329_phi_even_deformation_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_033200_collapse_failure_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_033213_phi_pt_independence_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_034055_phi_pt_independence_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_034109_pt_deformation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_034604_pt_deformation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_035242_pt_deformation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_035738_pt_deformation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_040134_pt_deformation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_041024_pt_deformation_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_041026_kappa_phi_temperature_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_041314_phi_physical_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_042423_kappa_phi_temperature_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_043610_kappa_phi_temperature_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_043700_collapse_failure_mode_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_160119_phi_pt_restricted_deformation_stable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_160354_phi_pt_restricted_deformation_stable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_160523_phi_pt_restricted_deformation_stable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_160623_phi_pt_restricted_deformation_final_clea/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_160915_phi_pt_restricted_deformation_stable/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_203006_tail_ablation_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_203400_tail_ablation_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_204359_agent18a_closure_support/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_210453_phi2_shape_physics/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_211023_phi2_shape_physics/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_211300_phi2_shape_physics/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_211445_phi2_shape_physics/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_212940_deformation_closure_agent19e_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_213328_deformation_closure_agent19e_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_213432_alpha_structure_agent19f_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_214112_nonlinear_response_agent19h_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_214510_nonlinear_response_agent19h_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_214628_alpha_structure_agent19f_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_215123_alpha_structure_agent19f_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_25_215124_local_shift_agent19g_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_001728_agent23c_full_prediction_trajectory_inte/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_001855_agent23c_full_prediction_trajectory_inte/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_002525_agent23c_full_prediction_trajectory_inte/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_002944_agent23c_full_prediction_trajectory_inte/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_024630_residual_shape_consistency_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_025027_residual_shape_consistency_internal/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_152733_phi1_observable_phi2_driver_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_203804_phi2_deformation_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_204113_phi2_deformation_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_204233_phi2_deformation_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_212734_phi2_shape_physics/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_214419_phi2_deformation_structure_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_220641_o2_pipeline_debug_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_221016_o2_pipeline_debug_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_222032_residual_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_26_222944_residual_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_27_004732_residual_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_27_005510_residual_decomposition/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_27_161542_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_27_162026_switching_activation_signature_test/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_27_233605_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_27_235002_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
"results/switching/runs/run_2026_03_28_020912_minimal_canonical/config_snapshot.m","NO","NO","NO","NO","NO"
