"script_path","category","purpose","status","complexity","dependencies_notes"
"results/relaxation/runs/run_2026_03_10_175048_relaxation_observable_stability_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_10_175048_relaxation_observable_stability_audit","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_11_142636_beta_T_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_11_142636_beta_T_audit","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_11_143034_beta_T_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_11_143034_beta_T_audit","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_11_143323_beta_T_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_11_143323_beta_T_audit","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_11_195951_beta_T_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_11_195951_beta_T_audit","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_16_024004_relaxation_temperature_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_024004_relaxation_temperature_scaling_test","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_16_024719_relaxation_temperature_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_024719_relaxation_temperature_scaling_test","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_16_025004_relaxation_temperature_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_025004_relaxation_temperature_scaling_test","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_16_080251_relaxation_temperature_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_080251_relaxation_temperature_scaling_test","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_16_080409_relaxation_temperature_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_080409_relaxation_temperature_scaling_test","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_2026_03_16_080603_relaxation_temperature_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_080603_relaxation_temperature_scaling_test","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_corrected_geometry/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_derivative_smoothing/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_geometry_maps/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_geometry_maps_relaxband/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_geometry_maps_relaxband_validation/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_kww_model/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_log_model/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/relaxation/runs/run_legacy_observable_survey/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/repository_audit/runs/run_2026_03_09_212439_repository_compliance_audit/config_snapshot.m","infrastructure","Repository audit packaging snapshot","PARTIAL","SIMPLE",""
"results/repository_audit/runs/run_2026_03_09_221205_switching_helper_refactor/config_snapshot.m","infrastructure","repository_audit switching_helper_refactor config snapshot","PARTIAL","SIMPLE",""
"results/switching/runs/_extract_run_2026_03_24_220314_residual_decomposition/run_2026_03_24_220314_residual_decomposition/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_220314_residual_decomposition","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_132236_switching_alignment_audit/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_141041_switching_alignment_audit/config_snapshot.m","infrastructure","Placeholder config snapshot created during results cleanup on 2026-03-09T16:55:33.","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_145524_switching_alignment_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_145524_switching_alignment_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_222702_alignment_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_222702_alignment_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_223621_mechanism_survey/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_223621_mechanism_survey","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_224017_mechanism_followup/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_224017_mechanism_followup","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_224359_mode23_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_224359_mode23_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_224738_observable_basis_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_224738_observable_basis_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_225131_second_coordinate_duel/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_225131_second_coordinate_duel","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_225513_second_observable_search/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_225513_second_observable_search","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_225929_shape_rank_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_225929_shape_rank_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_09_230048_XI_Xshape_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_09_230048_XI_Xshape_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_10_112659_alignment_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_10_112659_alignment_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_12_230929_switching_energy_scale_collapse_filtered/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_12_230929_switching_energy_scale_collapse_filtered","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_12_231143_switching_energy_scale_collapse_filtered/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_12_231143_switching_energy_scale_collapse_filtered","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_12_234016_switching_full_scaling_collapse/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_12_234016_switching_full_scaling_collapse","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_12_235922_switching_full_scaling_collapse_figure_r/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_12_235922_switching_full_scaling_collapse_figure_r","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_13_112155_switching_geometry_diagnostics/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_13_112155_switching_geometry_diagnostics","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_13_152008_switching_effective_observables/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_13_152008_switching_effective_observables","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_161801_switching_dynamic_shape_mode/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_161801_switching_dynamic_shape_mode","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_200522_switching_residual_collapse_verification/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_200522_switching_residual_collapse_verification","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_200723_switching_residual_collapse_verification/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_200723_switching_residual_collapse_verification","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_200939_switching_residual_collapse_verification/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_200939_switching_residual_collapse_verification","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_210205_switching_ridge_susceptibility_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_210205_switching_ridge_susceptibility_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_210347_switching_translation_mode_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_210347_switching_translation_mode_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_210551_switching_ridge_susceptibility_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_210551_switching_ridge_susceptibility_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_212255_switching_ridge_motion_decomposition/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_212255_switching_ridge_motion_decomposition","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_214124_switching_a1_model_scan/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_214124_switching_a1_model_scan","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_214125_switching_a1_single_derivative_scan/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_214125_switching_a1_single_derivative_scan","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_222708_switching_a1_model_scan/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_222708_switching_a1_model_scan","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_14_225930_switching_a1_static_vs_dynamic_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_14_225930_switching_a1_static_vs_dynamic_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_131431_switching_a1_vs_dX_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_131431_switching_a1_vs_dX_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_134104_switching_a1_vs_logdS_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_134104_switching_a1_vs_logdS_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_172302_switching_a1_vs_logdS_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_172302_switching_a1_vs_logdS_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_172420_switching_a1_vs_logdS_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_172420_switching_a1_vs_logdS_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_172539_switching_a1_vs_logdS_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_172539_switching_a1_vs_logdS_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_205458_switching_a1_vs_curvature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_205458_switching_a1_vs_curvature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_212718_switching_a1_vs_curvature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_212718_switching_a1_vs_curvature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_221649_switching_a1_amplitude_response_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_221649_switching_a1_amplitude_response_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_222144_switching_a1_amplitude_response_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_222144_switching_a1_amplitude_response_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_225310_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_225310_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_225418_switching_ridge_temperature_susceptibili/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_225418_switching_ridge_temperature_susceptibili","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_225725_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_225725_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_225730_switching_ridge_temperature_susceptibili/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_225730_switching_ridge_temperature_susceptibili","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_225834_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_225834_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_230047_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_230047_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_230257_switching_a1_integral_consistency_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_230257_switching_a1_integral_consistency_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_230258_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_230258_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_230302_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_230302_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_230935_switching_a1_integral_consistency_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_230935_switching_a1_integral_consistency_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_230936_switching_a1_integral_consistency_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_230936_switching_a1_integral_consistency_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_231316_switching_ridge_temperature_susceptibili/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_231316_switching_ridge_temperature_susceptibili","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_15_231424_switching_ridge_temperature_susceptibili/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_15_231424_switching_ridge_temperature_susceptibili","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_004449_switching_a1_integral_consistency_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_004449_switching_a1_integral_consistency_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_004449_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_004449_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_010353_switching_creep_barrier_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_010353_switching_creep_barrier_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_011733_switching_activation_signature_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_011733_switching_activation_signature_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_012510_switching_creep_barrier_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_012510_switching_creep_barrier_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_014254_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_014254_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_014335_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_014335_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_014636_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_014636_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_014951_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_014951_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015033_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015033_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015222_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015222_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015319_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015319_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015338_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015338_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015437_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015437_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015455_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015455_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015536_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015536_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015541_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015541_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015648_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015648_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015731_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015731_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015738_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015738_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_015956_switching_ridge_susceptibility_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_015956_switching_ridge_susceptibility_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_020941_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_020941_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_021030_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_021030_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_021331_switching_ridge_curvature_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_021331_switching_ridge_curvature_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_021808_switching_a1_vs_mobility_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_021808_switching_a1_vs_mobility_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_021947_switching_ridge_susceptibility_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_021947_switching_ridge_susceptibility_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_022315_switching_ridge_susceptibility_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_022315_switching_ridge_susceptibility_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_16_023247_switching_ridge_susceptibility_analysis/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_16_023247_switching_ridge_susceptibility_analysis","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_22_131251_switching_panel_f/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_22_131251_switching_panel_f","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_22_192628_switching_panel_f/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_22_192628_switching_panel_f","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013511_switching_width_roughness_competition_te/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013511_switching_width_roughness_competition_te","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013514_x_vs_r_predictor_comparison/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013514_x_vs_r_predictor_comparison","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013516_switching_width_roughness_competition_te/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013516_switching_width_roughness_competition_te","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013517_x_vs_r_predictor_comparison/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013517_x_vs_r_predictor_comparison","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013519_switching_threshold_residual_structure/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013519_switching_threshold_residual_structure","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013524_switching_threshold_residual_structure/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013524_switching_threshold_residual_structure","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_013645_switching_creep_scaling_test/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_013645_switching_creep_scaling_test","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_014228_switching_threshold_residual_structure/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_014228_switching_threshold_residual_structure","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_014456_switching_width_roughness_competition_te/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_014456_switching_width_roughness_competition_te","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_014506_switching_width_roughness_competition_te/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_014506_switching_width_roughness_competition_te","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_210607_switching_barrier_distribution_from_map/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_210607_switching_barrier_distribution_from_map","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_212033_switching_barrier_distribution_from_map/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_212033_switching_barrier_distribution_from_map","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_220314_residual_decomposition/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_220314_residual_decomposition","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_24_233256_energy_mapping/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_24_233256_energy_mapping","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_000845_22k_residual_failure_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_000845_22k_residual_failure_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_002930_peak_jump_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_002930_peak_jump_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_003119_peak_jump_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_003119_peak_jump_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_003337_peak_jump_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_003337_peak_jump_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011157_residual_sector_robustness/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011157_residual_sector_robustness","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011157_ridge_extraction_robustness/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011157_ridge_extraction_robustness","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011203_pt_energy_robustness_audit/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011203_pt_energy_robustness_audit","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011204_rsr_child_baseline/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011204_rsr_child_baseline","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011228_pt_robust_canonical/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011228_pt_robust_canonical","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011526_rsr_child_tmax_28k/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011526_rsr_child_tmax_28k","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011530_pt_robust_smooth_w3/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011530_pt_robust_smooth_w3","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011605_rsr_child_tmax_25k/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011605_rsr_child_tmax_25k","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011617_pt_robust_smooth_w7/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011617_pt_robust_smooth_w7","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011649_rsr_child_nxgrid_180/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011649_rsr_child_nxgrid_180","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011702_pt_robust_sgolay_w5/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011702_pt_robust_sgolay_w5","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011738_rsr_child_nxgrid_260/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011738_rsr_child_nxgrid_260","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011758_pt_robust_no_monotone/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011758_pt_robust_no_monotone","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011852_rsr_child_smoothwindow_3/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011852_rsr_child_smoothwindow_3","PARTIAL","SIMPLE",""
"results/switching/runs/run_2026_03_25_011917_pt_robust_minpts8/config_snapshot.m","infrastructure","Auto-generated config snapshot for run_2026_03_25_011917_pt_robust_minpts8","PARTIAL","SIMPLE",""
